timestamp,open,high,low,close,volume,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume
01-08-2023 12:41,28912.34,28912.35,28890.17,28890.35,26.04154,752503.9643,721,6.18119,178585.0575
01-08-2023 12:40,28909.96,28923.99,28908,28912.35,30.6108,885173.1204,788,13.52748,391144.6348
01-08-2023 12:39,28910.2,28915,28902.88,28909.96,31.42181,908377.7936,1049,18.07506,522510.9632
01-08-2023 12:38,28905.99,28927.5,28904.01,28910.2,177.77401,5139658.304,2013,148.70299,4299090.166
01-08-2023 12:37,28894,28906,28884.01,28905.99,41.11664,1188063.565,1027,21.42597,619111.0386
01-08-2023 12:36,28903.28,28910,28891.17,28894,235.37602,6803970.729,2102,172.63662,4990482.929
01-08-2023 12:35,28879.97,28907.17,28872.85,28903.28,64.91488,1875370.816,1552,39.00277,1126851.034
01-08-2023 12:34,28889.99,28890,28864,28879.98,44.65591,1289469.856,910,25.5147,736684.1075
01-08-2023 12:33,28864,28890,28864,28889.99,47.7689,1379630.584,1341,23.73954,685575.3814
01-08-2023 12:32,28837.24,28871.62,28837.23,28864.01,50.03978,1443965.615,1616,20.63717,595476.9781
01-08-2023 12:31,28815.01,28837.24,28753.74,28837.23,205.16665,5906078.177,4857,90.54516,2606612.214
01-08-2023 12:30,28824.11,28829.08,28814.61,28815,29.54462,851570.1766,933,8.66204,249676.9255
01-08-2023 12:29,28827.03,28827.92,28824.11,28824.12,14.53565,419019.3272,383,4.60597,132778.1172
01-08-2023 12:28,28825.87,28827.03,28825.87,28827.03,12.8996,371855.9381,320,3.20095,92272.92675
01-08-2023 12:27,28830.47,28830.47,28822,28825.87,16.90527,487304.7401,690,9.37157,270132.0233
01-08-2023 12:26,28837.92,28837.93,28830.46,28830.46,18.16545,523795.3711,425,0.68609,19784.53501
01-08-2023 12:25,28832.95,28837.93,28830,28837.93,28.87271,832515.4731,631,15.0932,435195.3282
01-08-2023 12:24,28840.55,28840.56,28832,28832.95,11.07868,319470.6371,578,4.9592,142998.8183
01-08-2023 12:23,28838.01,28841.38,28836,28840.56,17.64495,508863.1921,508,8.66466,249875.9317
01-08-2023 12:22,28850.98,28850.99,28838,28838.01,25.22822,727775.0053,483,2.97056,85695.76275
01-08-2023 12:21,28849.44,28852.7,28849.44,28850.98,10.57661,305154.0461,341,3.45888,99791.90381
01-08-2023 12:20,28851.11,28851.11,28844,28849.44,10.83763,312638.7972,357,5.14517,148420.0242
01-08-2023 12:19,28850.98,28852,28838,28851.1,30.28304,873459.9037,739,11.72139,338056.2828
01-08-2023 12:18,28867.09,28867.1,28850.97,28850.97,13.70258,395472.8587,439,1.46501,42276.88314
01-08-2023 12:17,28868.97,28870.69,28867.09,28867.09,27.78994,802276.7102,407,20.18492,582720.902
01-08-2023 12:16,28869.99,28877.01,28868.97,28868.98,35.07128,1012648.682,479,6.57591,189865.9439
01-08-2023 12:15,28856.88,28870,28856.88,28870,35.14456,1014213.285,457,33.25075,959557.0594
01-08-2023 12:14,28858,28858,28856.88,28856.88,28.8776,833345.5457,280,2.56587,74045.8515
01-08-2023 12:13,28853.99,28858,28853.99,28858,15.6965,452939.344,466,11.42771,329757.1454
01-08-2023 12:12,28854,28854,28849.04,28853.99,35.42643,1022162.378,562,6.18368,178405.6069
01-08-2023 12:11,28859.03,28859.03,28850,28854,29.32527,846119.5071,534,19.1015,551096.8795
01-08-2023 12:10,28871.12,28871.12,28859.02,28859.03,26.65641,769436.3666,535,7.2585,209490.5537
01-08-2023 12:09,28877.2,28877.2,28871.11,28871.11,16.55379,477979.4169,420,3.31899,95828.47378
01-08-2023 12:08,28878,28878.92,28877.19,28877.2,39.06614,1128147.298,406,29.18027,842662.8028
01-08-2023 12:07,28879.15,28882.05,28878,28878,21.0043,606630.685,508,4.10826,118646.6111
01-08-2023 12:06,28879.15,28879.16,28879.15,28879.16,7.69883,222335.7126,318,4.62533,133575.6451
01-08-2023 12:05,28873.99,28879.16,28873.99,28879.16,6.55491,189285.0633,364,4.32547,124903.1857
01-08-2023 12:04,28852,28874,28851.99,28874,16.1482,466105.4516,581,12.3609,356785.3899
01-08-2023 12:03,28858.01,28858.01,28841.07,28852,57.2377,1651293.157,1238,18.39417,530595.0389
01-08-2023 12:02,28871.13,28871.13,28858,28858,48.23287,1392376.029,775,7.43116,214472.681
01-08-2023 12:01,28865.07,28871.13,28865.06,28871.13,11.78018,340072.7008,425,9.00963,260087.7947
01-08-2023 12:00,28862.19,28865.07,28862.18,28865.06,28.5654,824494.5647,456,26.73409,771634.0096
01-08-2023 11:59,28862.18,28862.19,28862.18,28862.19,4.33395,125087.2537,219,0.86429,24945.3022
01-08-2023 11:58,28870.76,28870.77,28862.18,28862.18,26.12404,754091.5242,545,2.39922,69251.35081
01-08-2023 11:57,28876.61,28876.61,28870.76,28870.77,10.28017,296834.6894,318,0.7318,21129.71923
01-08-2023 11:56,28886,28886.01,28876.6,28876.61,15.59883,450508.8917,384,2.3675,68367.37106
01-08-2023 11:55,28888.4,28888.4,28884.36,28886,23.96412,692262.2343,389,2.40828,69570.2337
01-08-2023 11:54,28890.02,28890.02,28888.39,28888.39,15.57923,450063.7409,400,11.25344,325094.4528
01-08-2023 11:53,28889.68,28892,28889.67,28890.01,12.37874,357636.4111,363,2.6024,75185.28148
01-08-2023 11:52,28883.21,28889.68,28883.21,28889.67,32.18098,929518.2313,600,25.44166,734861.1046
01-08-2023 11:51,28879.83,28883.22,28879.82,28883.21,19.85183,573350.1097,391,18.12239,523398.4732
01-08-2023 11:50,28883.1,28883.1,28879.82,28879.82,12.54985,362453.7098,337,0.72261,20869.15972
01-08-2023 11:49,28880.66,28883.29,28880.65,28883.1,46.3739,1339388.04,413,18.66442,539052.8299
01-08-2023 11:48,28882.01,28883.55,28880.65,28880.65,21.81712,630149.4259,402,2.16914,62651.03984
01-08-2023 11:47,28883.25,28887.27,28882,28882.01,13.89705,401425.4492,481,5.27298,152309.9966
01-08-2023 11:46,28879.81,28883.26,28879.81,28883.25,20.0515,579087.9179,435,16.56107,478284.0844
01-08-2023 11:45,28881.95,28881.95,28879.81,28879.82,11.52594,332871.2993,372,3.64436,105248.5706
01-08-2023 11:44,28882,28882.01,28878.02,28881.94,29.08716,840037.4455,381,23.39478,675632.7976
01-08-2023 11:43,28883.21,28889.12,28882,28882,28.49365,823094.2402,574,5.42957,156848.2734
01-08-2023 11:42,28878,28883.21,28877.99,28883.2,9.04837,261310.4658,307,7.42584,214451.185
01-08-2023 11:41,28874.38,28878,28874.38,28878,7.2708,209956.0908,289,4.11067,118698.9239
01-08-2023 11:40,28878.94,28878.95,28870.92,28874.39,30.08081,868587.4418,592,6.24455,180293.0628
01-08-2023 11:39,28878.06,28878.95,28876.06,28878.94,22.96377,663132.137,445,10.53418,304197.2438
01-08-2023 11:38,28873.39,28880,28873.38,28878.06,20.93022,604396.0356,619,12.42022,358641.9199
01-08-2023 11:37,28869.82,28873.39,28867.47,28873.38,31.469,908541.9265,465,6.71148,193760.9366
01-08-2023 11:36,28875.01,28875.01,28867.46,28869.83,20.01331,577797.3587,548,6.02291,173875.5894
01-08-2023 11:35,28873.34,28875.39,28873.34,28875,21.1532,610780.4462,411,14.07291,406336.525
01-08-2023 11:34,28879.13,28879.13,28873.34,28873.34,15.15964,437775.867,596,2.31709,66911.1535
01-08-2023 11:33,28881.19,28886.77,28879.12,28879.12,24.22011,699537.3537,598,11.69036,337646.4932
01-08-2023 11:32,28890.26,28890.26,28881.19,28881.2,28.92698,835555.6007,600,0.72656,20985.39659
01-08-2023 11:31,28892.38,28892.39,28890.25,28890.26,4.06034,117308.3833,226,0.12837,3708.730922
01-08-2023 11:30,28900,28900.01,28892.38,28892.38,7.8422,226597.7223,392,1.70377,49227.3102
01-08-2023 11:29,28900.6,28902,28900,28900,9.6869,279961.257,292,1.81289,52394.31187
01-08-2023 11:28,28893.99,28900.6,28893.98,28900.6,21.34374,616743.7259,347,15.78159,456021.4171
01-08-2023 11:27,28893.98,28893.99,28893.98,28893.98,6.23307,180098.2062,248,0.62775,18138.20222
01-08-2023 11:26,28891.76,28893.99,28889.67,28893.98,10.35501,299165.8045,422,6.09663,176136.7291
01-08-2023 11:25,28891.77,28891.77,28891.76,28891.76,2.96284,85601.67415,232,1.19476,34518.73113
01-08-2023 11:24,28901.23,28901.23,28891.76,28891.77,14.27202,412419.3422,519,0.9017,26057.91947
01-08-2023 11:23,28910.31,28910.32,28901.22,28901.22,14.87742,430080.243,416,2.6352,76179.16421
01-08-2023 11:22,28913.31,28913.31,28910.31,28910.32,9.70459,280586.3726,345,0.93132,26927.30874
01-08-2023 11:21,28907,28913.31,28907,28913.3,33.02375,954695.4213,382,24.80129,716983.2893
01-08-2023 11:20,28913.31,28913.31,28904.96,28907.01,15.60775,451178.4689,497,5.97463,172701.281
01-08-2023 11:19,28913.3,28913.31,28913.3,28913.3,1.85653,53678.41509,170,0.62419,18047.39897
01-08-2023 11:18,28913.31,28913.31,28913.3,28913.31,4.93058,142559.3666,267,2.79057,80684.61549
01-08-2023 11:17,28913.3,28913.31,28913.3,28913.31,3.44318,99553.71765,200,2.13562,61747.8431
01-08-2023 11:16,28913.3,28913.31,28913.3,28913.31,2.5586,73977.57378,174,0.44021,12727.9282
01-08-2023 11:15,28913.31,28913.31,28913.3,28913.3,4.66452,134866.6804,223,1.42592,41228.067
01-08-2023 11:14,28913.3,28913.31,28913.3,28913.3,2.5949,75027.13663,163,1.44587,41804.88753
01-08-2023 11:13,28913.31,28913.31,28913.3,28913.3,4.38597,126812.8864,234,1.99908,57800.01975
01-08-2023 11:12,28913.31,28913.31,28913.3,28913.31,2.07212,59911.8334,200,0.62039,17937.52839
01-08-2023 11:11,28913.3,28913.31,28913.3,28913.3,2.75566,79675.22913,209,0.48553,14038.2794
01-08-2023 11:10,28916.27,28916.27,28913.3,28913.31,13.88104,401379.6376,310,0.92711,26807.0438
01-08-2023 11:09,28916.26,28916.27,28916.26,28916.27,8.04766,232708.245,233,1.60659,46456.59022
01-08-2023 11:08,28916.26,28916.27,28916.26,28916.27,4.73658,136964.1841,229,0.53106,15356.27435
01-08-2023 11:07,28916.27,28916.27,28916.26,28916.27,11.61658,335908.1174,284,6.98117,201869.3966
01-08-2023 11:06,28916.27,28916.27,28916.26,28916.26,2.98659,86361.02447,155,1.15145,33295.63909
01-08-2023 11:05,28916.26,28916.27,28916.26,28916.27,29.47896,852421.4834,325,21.14997,611578.243
01-08-2023 11:04,28916.27,28916.27,28916.26,28916.27,5.47457,158304.1011,262,1.16265,33619.50132
01-08-2023 11:03,28917.44,28917.45,28916.26,28916.27,6.8196,197202.1306,263,3.55547,102812.9964
01-08-2023 11:02,28917.45,28917.45,28917.44,28917.45,4.31688,124833.1394,278,2.10165,60774.35879
01-08-2023 11:01,28928.01,28928.02,28916.26,28917.44,26.97817,780191.7046,602,9.10725,263351.5426
01-08-2023 11:00,28928.02,28930.57,28928.01,28928.01,22.12994,640207.9805,432,7.25321,209826.7629
01-08-2023 10:59,28930.89,28930.9,28928,28928.01,12.0818,349528.6717,359,0.85858,24837.64846
01-08-2023 10:58,28932.38,28932.38,28930.89,28930.89,28.33925,819917.8084,325,1.96953,56982.77713
01-08-2023 10:57,28931.31,28932.38,28930.36,28932.38,25.19267,728838.7197,374,18.49619,535104.5672
01-08-2023 10:56,28936.72,28936.73,28931.3,28931.3,9.05068,261865.5028,311,1.71694,49674.32665
01-08-2023 10:55,28940,28940.01,28936.72,28936.73,11.59609,335571.1162,323,1.13672,32894.66665
01-08-2023 10:54,28942.5,28942.5,28940,28940.01,4.85864,140615.0914,308,1.20105,34758.89594
01-08-2023 10:53,28940.01,28942.5,28940,28942.49,5.44499,157582.2088,274,3.8494,111405.0407
01-08-2023 10:52,28946,28946,28940,28940.01,27.12941,785176.9183,417,2.54368,73628.31845
01-08-2023 10:51,28943.99,28946,28943.99,28945.99,16.70135,483430.6721,313,5.6453,163403.8227
01-08-2023 10:50,28925.93,28944.64,28925.92,28944,38.7465,1121239.361,723,34.45884,997150.4869
01-08-2023 10:49,28925.93,28925.93,28925.92,28925.93,3.82336,110594.2136,225,0.81147,23472.52442
01-08-2023 10:48,28927.66,28927.67,28925.92,28925.93,28.76289,832012.3157,473,0.85175,24637.90435
01-08-2023 10:47,28927.66,28927.67,28927.66,28927.67,14.74849,426639.4245,360,12.03106,348030.5334
01-08-2023 10:46,28927.67,28927.67,28927.66,28927.67,5.06141,146414.7816,239,3.40172,98403.83359
01-08-2023 10:45,28927.67,28927.67,28927.66,28927.67,5.90528,170825.9628,261,3.07998,89096.64505
01-08-2023 10:44,28927.66,28927.67,28927.66,28927.67,2.31188,66877.29265,210,1.40463,40632.67311
01-08-2023 10:43,28927.67,28927.67,28927.66,28927.67,12.93497,374178.4312,341,1.69512,49035.87197
01-08-2023 10:42,28925.54,28927.68,28925.54,28927.67,7.67435,221986.7729,332,3.86093,111681.4263
01-08-2023 10:41,28920.01,28925.55,28920,28925.54,11.97367,346295.402,392,9.55872,276453.3884
01-08-2023 10:40,28920.01,28920.01,28920,28920.01,2.32599,67267.63618,238,0.53751,15544.79458
01-08-2023 10:39,28920.4,28920.41,28920,28920.01,17.01034,491943.5183,343,1.12718,32598.43971
01-08-2023 10:38,28921.53,28921.53,28920.4,28920.4,19.68323,569252.5251,341,5.23687,151452.6351
01-08-2023 10:37,28921.47,28921.53,28921.47,28921.53,11.90658,344355.8866,326,7.666,221712.0716
01-08-2023 10:36,28916.99,28921.48,28916.99,28921.48,4.18079,120907.2564,267,3.1917,92303.68205
01-08-2023 10:35,28916.26,28917,28916.26,28916.99,9.53774,275795.9666,224,6.85873,198328.9134
01-08-2023 10:34,28916.27,28916.27,28916.26,28916.26,5.30538,153411.7695,185,2.20475,63753.14628
01-08-2023 10:33,28915.99,28916.27,28915.99,28916.26,7.65397,221322.5037,207,6.09311,176188.5604
01-08-2023 10:32,28913.31,28916,28913.3,28916,6.92678,200280.8783,296,4.64693,134360.604
01-08-2023 10:31,28913.31,28913.31,28913.3,28913.31,4.22081,122037.57,189,2.41774,69904.86612
01-08-2023 10:30,28907.97,28913.31,28907.97,28913.3,16.4275,474932.3596,339,9.87695,285552.9606
01-08-2023 10:29,28907.8,28907.98,28907.79,28907.98,3.81251,110211.4868,239,1.96218,56722.41355
01-08-2023 10:28,28907.8,28907.81,28906.52,28907.8,6.55334,189438.5174,287,3.22819,93317.55368
01-08-2023 10:27,28908.94,28908.94,28906.16,28907.81,5.48313,158510.5156,272,0.55073,15920.9691
01-08-2023 10:26,28908.94,28908.94,28908.93,28908.94,4.02334,116310.4661,308,1.16762,33754.65652
01-08-2023 10:25,28908.94,28908.94,28908.93,28908.94,2.9928,86518.65596,264,1.02533,29641.20345
01-08-2023 10:24,28908.94,28908.94,28908.93,28908.94,11.43941,330701.1153,325,1.23539,35713.81539
01-08-2023 10:23,28902,28908.94,28901.99,28908.94,12.48296,360840.4928,369,7.15375,206782.147
01-08-2023 10:22,28904.22,28904.22,28900,28902,32.63491,943186.0054,632,19.49544,563443.9128
01-08-2023 10:21,28906.01,28906.01,28904.21,28904.21,6.80651,196746.1539,216,0.73176,21151.64871
01-08-2023 10:20,28912.48,28912.48,28901.07,28906.01,311.10333,8993775.599,1080,23.1322,668664.2822
01-08-2023 10:19,28913.74,28913.75,28912.47,28912.47,9.81567,283803.2277,261,0.74167,21444.08216
01-08-2023 10:18,28911.99,28913.75,28911.99,28913.74,14.94769,432177.2126,216,14.05486,406362.7107
01-08-2023 10:17,28910,28912,28909.99,28912,7.31971,211619.0003,288,4.6022,133052.1243
01-08-2023 10:16,28913.74,28913.75,28909.47,28910,35.5551,1027990.586,440,13.94184,403102.2381
01-08-2023 10:15,28913.75,28913.75,28913.74,28913.75,4.01732,116155.7675,204,2.15263,62240.60566
01-08-2023 10:14,28915.01,28915.02,28913.74,28913.75,4.50341,130215.5868,235,1.46831,42456.15048
01-08-2023 10:13,28915.01,28915.02,28915.01,28915.02,5.84895,169122.4821,217,3.44077,99489.93337
01-08-2023 10:12,28919.9,28919.91,28915.01,28915.01,12.38988,358263.0483,286,2.62227,75825.83492
01-08-2023 10:11,28923.43,28923.43,28919.9,28919.91,8.84737,255881.8799,361,1.07698,31149.50849
01-08-2023 10:10,28925.37,28925.37,28923.42,28923.43,9.71326,280950.2075,273,4.08427,118135.5002
01-08-2023 10:09,28926,28926,28925.36,28925.36,7.32856,211985.7407,269,3.58162,103601.9147
01-08-2023 10:08,28924,28926,28923.99,28925.99,9.8686,285441.7199,355,7.64316,221072.0334
01-08-2023 10:07,28923,28924,28922.99,28924,4.28534,123948.3046,264,2.84799,82374.4532
01-08-2023 10:06,28920.75,28923,28920.74,28922.99,10.7004,309466.7967,404,8.62465,249433.6671
01-08-2023 10:05,28920.75,28920.75,28920.74,28920.74,11.0165,318605.3617,331,2.95191,85371.45113
01-08-2023 10:04,28920.89,28920.89,28920.74,28920.74,8.24998,238596.462,257,0.52607,15214.35868
01-08-2023 10:03,28923.02,28923.02,28920.88,28920.88,3.93,113665.2277,250,0.88761,25672.16902
01-08-2023 10:02,28924.02,28924.02,28909.46,28923.01,46.53568,1345623.72,923,20.77494,600697.1102
01-08-2023 10:01,28925.09,28925.09,28924.01,28924.01,6.41604,185584.3523,288,0.88858,25702.18194
01-08-2023 10:00,28928.36,28928.37,28923.67,28925.09,29.8993,864879.7686,522,4.00008,115705.4815
01-08-2023 09:59,28929.42,28929.42,28928.36,28928.37,11.85543,342966.7035,240,7.56273,218783.2845
01-08-2023 09:58,28930.44,28930.44,28929.41,28929.41,18.95477,548363.0962,302,1.63465,47290.36335
01-08-2023 09:57,28928.01,28930.44,28928,28930.43,3.19575,92450.42441,318,2.40383,69540.19811
01-08-2023 09:56,28933.09,28933.09,28926.82,28928.01,6.91248,199968.7833,356,1.25395,36274.101
01-08-2023 09:55,28933.08,28933.11,28933.08,28933.08,8.25055,238713.9374,359,3.44141,99570.63498
01-08-2023 09:54,28933.08,28933.09,28933.08,28933.08,3.73704,108124.0934,258,1.61514,46730.99098
01-08-2023 09:53,28931.69,28933.09,28931.68,28933.09,7.5324,217927.9951,288,4.23539,122537.7185
01-08-2023 09:52,28931.69,28931.69,28931.68,28931.68,2.9011,83933.70129,199,0.44398,12845.09173
01-08-2023 09:51,28931.68,28931.69,28931.68,28931.69,9.74241,281864.3202,308,3.16116,91457.70116
01-08-2023 09:50,28930.97,28931.69,28930.96,28931.69,7.11322,205793.5133,322,3.62468,104865.9349
01-08-2023 09:49,28930.96,28930.97,28930.96,28930.96,5.863,169622.2231,262,0.46524,13459.84448
01-08-2023 09:48,28932,28932,28930.96,28930.97,17.14076,495910.7953,242,1.12887,32659.39708
01-08-2023 09:47,28930.96,28932.3,28930.95,28931.99,23.74963,687100.7828,345,16.5313,478267.6179
01-08-2023 09:46,28940.38,28940.39,28930.95,28930.96,17.51045,506673.3568,453,1.54766,44779.52483
01-08-2023 09:45,28940.39,28940.39,28940.38,28940.39,6.33495,183335.8748,271,1.45463,42097.55951
01-08-2023 09:44,28940.39,28940.39,28940.38,28940.39,6.68363,193426.8307,211,3.87524,112150.9569
01-08-2023 09:43,28943.69,28943.69,28940.38,28940.39,7.36589,213189.5905,298,2.54368,73622.02735
01-08-2023 09:42,28943.69,28943.69,28943.68,28943.68,6.22023,180036.393,258,4.63708,134214.206
01-08-2023 09:41,28945.15,28945.15,28943.68,28943.69,17.33295,501697.131,284,0.96231,27853.64372
01-08-2023 09:40,28945.15,28945.15,28945.14,28945.14,3.65247,105721.2706,211,1.51448,43836.85077
01-08-2023 09:39,28945.15,28945.15,28945.14,28945.15,3.16094,91493.87638,204,2.5544,73937.49116
01-08-2023 09:38,28942.54,28945.15,28942.53,28945.14,4.64002,134302.6461,229,2.40136,69505.52447
01-08-2023 09:37,28939.36,28942.54,28939.36,28942.54,4.05625,117394.1371,282,3.21851,93148.42932
01-08-2023 09:36,28934.85,28939.37,28934.84,28939.37,10.72718,310405.8817,287,8.92713,258319.2724
01-08-2023 09:35,28933.01,28934.85,28933,28934.85,35.51049,1027430.35,297,34.64116,1002277.788
01-08-2023 09:34,28934.01,28934.01,28933,28933.01,21.95929,635364.3254,252,1.20403,34837.01051
01-08-2023 09:33,28936.01,28936.02,28934,28934,9.38949,271688.1451,265,1.72946,50042.90181
01-08-2023 09:32,28937.46,28937.47,28936,28936.02,9.0004,260446.0015,321,1.16703,33770.77796
01-08-2023 09:31,28937.46,28937.47,28937.46,28937.47,1.6593,48015.93477,178,0.73969,21404.75718
01-08-2023 09:30,28937.46,28937.47,28937.46,28937.47,4.67489,135279.4813,180,3.88852,112523.9308
01-08-2023 09:29,28937.47,28937.47,28937.46,28937.47,5.04426,145968.0853,170,1.32809,38431.56453
01-08-2023 09:28,28938.01,28938.01,28937.23,28937.46,7.98234,230988.6222,301,4.74632,137345.8507
01-08-2023 09:27,28937.99,28939.52,28937.99,28938.01,7.50172,217089.6226,290,4.22622,122300.8857
01-08-2023 09:26,28950.01,28950.01,28935.53,28937.99,25.91537,749992.5326,533,3.1527,91229.42232
01-08-2023 09:25,28953.89,28953.89,28950,28950.01,4.5813,132636.2259,291,0.89176,25817.86579
01-08-2023 09:24,28956,28956.01,28953.88,28953.89,12.66009,366578.241,344,2.00757,58129.5174
01-08-2023 09:23,28960.21,28960.22,28956,28956.01,9.2517,267910.5811,309,2.01776,58429.71759
01-08-2023 09:22,28955.72,28960.22,28955.71,28960.22,5.65265,163691.9824,297,4.26705,123565.6523
01-08-2023 09:21,28959.36,28959.36,28953.75,28955.72,22.76511,659223.5632,346,5.35249,154988.3276
01-08-2023 09:20,28959.36,28959.36,28959.35,28959.35,4.75331,137652.7823,188,1.43924,41679.46929
01-08-2023 09:19,28959.36,28959.36,28959.35,28959.36,6.08587,176242.8561,204,1.66895,48331.72387
01-08-2023 09:18,28956,28959.36,28955.99,28959.35,6.47567,187516.2007,301,4.46584,129317.9354
01-08-2023 09:17,28956.37,28956.38,28954.76,28955.99,11.78182,341153.7694,394,4.34312,125757.7662
01-08-2023 09:16,28963.71,28963.71,28956.36,28956.37,10.67207,309053.2289,380,1.17309,33969.01921
01-08-2023 09:15,28965.04,28965.05,28963.7,28963.71,8.19424,237345.6527,346,2.1318,61747.51347
01-08-2023 09:14,28965.05,28965.05,28965.04,28965.05,8.64139,250298.2416,289,3.45615,100107.5576
01-08-2023 09:13,28967.69,28967.69,28965.04,28965.05,7.9741,230989.609,301,4.50717,130561.4349
01-08-2023 09:12,28974.05,28974.05,28967.68,28967.69,4.18852,121351.2664,314,0.804,23293.5375
01-08-2023 09:11,28981.11,28981.12,28974.04,28974.05,19.00526,550765.7218,326,9.80108,284039.9494
01-08-2023 09:10,28983.73,28985,28981.11,28981.12,28.03766,812639.2322,339,1.00944,29257.74193
01-08-2023 09:09,28976.05,28983.74,28976.04,28983.74,21.03415,609518.948,352,19.84258,574987.8115
01-08-2023 09:08,28976.05,28976.05,28976.04,28976.04,6.04606,175190.9021,288,2.56628,74360.65759
01-08-2023 09:07,28979.13,28979.23,28976.04,28976.04,9.52402,275988.0408,303,1.71514,49702.73852
01-08-2023 09:06,28976,28979.13,28975.99,28979.13,5.07635,147097.5183,220,4.39193,127264.8406
01-08-2023 09:05,28962.74,28976,28962.73,28976,11.25043,325908.4898,419,10.29575,298250.7185
01-08-2023 09:04,28962.73,28965.62,28962.72,28962.73,18.91759,547940.9529,358,9.3555,270972.4224
01-08-2023 09:03,28968,28968.01,28961.27,28962.72,9.41114,272574.1624,378,6.11563,177124.1107
